id,comment
01838-27,"@user La canción no tiene difamación, no tiene generalización, victimización y falsificación.
Por tu poca capacidad de redactar algo coherente creo que es necesario explicártelo.
Esta canción no dice que todos los hombres son unos violadores. Claramente se llega a notar que le están cantando a su abusador. ""Ni la culpa no era mía, ni como estaba, ni como vestía. El violador eres tu.""
Literalmente no te importan las vidas de las mujeres a la hora de minimizar una lucha de años.
Por si no conoces, hay algo que se llama presión social, solo así se nos escucha.
Literalmente hicimos una canción y la agarraron como un meme.
Además solo se dañan cosas del gobierno."
01838-28,@user 0 gracia la transfobia.
01838-29,"@user 
Géneros Biológicos:
Hembra.

Macho.

Intersexual.

Intersexual con características dominantes masculinas.

Intersexual con características dominantes femeninas"
01838-30,"@user 
Ah no? Entonces que aprendan a aclarar las cosas en el momento para evitar confusiones 
Aclaren las cosas antes de decirle en la cara al hombre que esté escuchando la canción EL VIOLADOR ERES TÚ apuntando a la pantalla, y si tiene falsificación y victimización, al catalogar al estado ( tampoco siendo específicos claro está ) de opresor y patriarcal 
¿ y a quienes afecta el patriarcado ? Ahh..
Y por esto mismo es una falsificación, directamente una mentira para engañar a su público y solo usar el sentimentalismo como argumento coherente que no lo es ( igualmente se podría catalogar como generalización ya que como dije no especifica nada en ningún momento, y como llaman al estado MACHO violador, pues el estado conlleva en el la población, a que se refieren entonces ? ) 
Por qué dices que no me importan? Dije eso en algún momento? Minimizó una lucha de años? Criticar lo que hacen mal es minimizar el movimiento entero que ni siquiera generalizo? Joder entonces que mala percepción de minimizar tienes 
Presión social que cambia algo? A cierto no 
Que aporta una solución coherente y significativa? Ah cierto no 
Que si quiera ayuda a las victimas? Ah cierto no 
Parece que ayudan bastante al repetir un ciclo sin fin de salir a hacer marchas, irte a tu casa y así sucesivamente, en vez de buscar soluciones reales solo buscan lo más fácil que ni las ayudan solo las perjudican 

Y si no lo sabías esas cosas que el gobierno ha implantado son cosas del pueblo, y este mismo paga el vandalismo a estos a través de sus impuestos, cosa que deberían hacer estas personas y no afectar a todo un pueblo literalmente 
El pueblo que supuestamente buscan beneficiar, espera mejor dicho pueblo femenino, por que el masculino no les importa"
01838-31,@user El Patriarcado también afecta a los hombres.
01838-32,"@user Las apuntan a su violador, nunca se dice; ""Todos los hombres son unos violadores de mierda."""
01838-33,"@user El estado opresor y patriarcal, ya que vivimos en una sociedad así."
01838-34,"@user Si, literalmente estas criticando algo de lo que siquiera tienes idea."
01838-35,@user Yo tengo mala percepción. Siquiera se capta lo que quieres decir.
01838-36,"@user 
En algún momento discrimino a alguien? Cuando? Dime? 
Ayyy estos copitos de nieve, ahora no se puede hacer un simple chiste de nada si no discriminas u ofendes necesariamente a alguien 

No veo muy lejos el futuro donde no habrá que respirar por que se ofende a los asmáticos"
01838-37,"@user mala mia, me olvidé de poner lo de intersexual, pero en lo que vi, lo hay ""intersexual con características dominantes masculinas"" o al revés"
01838-38,@user JaJAJAJA COPITO DE NIEVE
01838-39,"@user Te estas ofendiendo por una canción feminista. 
Acá el copito es otro creo."
01838-40,"@user 
No binario: La expresión género no binario se aplica a las personas que no se autoperciben varón ni mujer y que pueden identificarse con un tercer género o ninguno.​"
01838-41,@user JAJAJ wtf
01838-42,"@user nada de sentido lo que dices, literal."
01838-43,"@user 
Por qué la diferencia aquí es que yo si tengo razón para ofenderme y criticar esta canción, razones lógicas

Y no ofenderme por un chiste tan simple 👍r"
01838-44,"@user 
No se por que no tiene sentido si ni siquiera tratas de contradecirme 

¿ tan difícil es en vez de soltarme gratuitamente que lo que lo que digo no tiene sentido o que vrg ?"
01838-45,"@user Me ofende una canción sobre violadores cuando no soy uno. 😘😘🤝✊
Me ofende un ""chiste"" sobre un tanque soviético que minimiza las forma de identificarse de una persona y a algunas les puede causar daños psicológicos debido a eso. 😞😞😢😢😭😭👊irar por q"
01838-46,"@user Los asmáticos si pueden respirar papi, solo que con complicaciones."
01838-47,@user onvre):
01838-48,@user Falta que me digas que el Patriarcado no existe a.
01838-49,@user me encantó este magnífico ejemplo de la falacia del hombre de paja
01838-50,@user defineme que es el patriarcado y dime porque crees que hay un patriarcado?
01838-51,"@user Se denomina patriarcado a toda forma de organización social cuya autoridad se reserva exclusivamente al hombre o sexo masculino. En una estructura social patriarcal, la mujer no asume liderazgo político, ni autoridad moral, ni privilegio social ni control sobre la propiedad"
01838-52,"@user entonces porqué crees que vivimos en una estructura patriarcal si la mujer común en la gran gran mayoría de países del occidente y de Europa posee más privilegios en el ámbito judicial, jurídico y hasta en los trabajos que el hombre común? Y perdón si esto llega a ofenderte de alguna manera por las afirmaciones que hice, si es así puedo llegar a explicarte el porque digo estás cosas y decirte los hechos y factores en los que me basé para hacerlas."
01838-53,"@user Si tienes tiempo, explicate."
01838-54,"@user la mujer en el ámbito judicial posee menores sentencias que un hombre por el mismo delito lo cual supone que si un hombre hace tal delito, esté sería encarcelado pero si una mujer hace el mismo delito que ese hombre, está no sera encarcelada. Otro privilegio podría ser el que en países tales como España hay leyes como ""la ley de violencia de género"" la cual puede ser impartida solo en el caso de que una mujer sufra abuso y se tomará el simple hecho de su palabra como un hecho lo suficientemente capaz como para llevar al hombre al jurado por ello, lo cual significaría un vacío legal ya que está ley solo puede ser ejercida en el caso de que la mujer sea una supuesta víctima de un hombre lo cual desprotege tanto a mujeres lesbianas como a hombres que pueden llegar a ser maltratados por sus parejas. Otro también podría ser el hecho de que a una mujer se le haga muchísimo más fácil según estadísticas judiciales propias de cada país que redondeandolas serían un 4,2% de probabilidad de que a la hora de que una pareja se divorcie, el hombre obtenga la custodia de sus hijos"
01838-55,"@user en el ámbito jurídico, las mujeres presentan privilegios tales como pruebas más fáciles en empleos de riesgo tales como la policía y los bomberos pesé a qué ambos deben cobrar lo mismo, también está el hecho de que pesé a qué la mujer presente más años de vida en promedio que el hombre, está se jubila de 5 a 10 años antes que los hombres sin tomar en cuenta datos como que 96% de las muertes laborales son de hombres y que los hombres lideran trabajos que requieren mucho trabajo físico y desgaste por parte del que los ejecuté"
01838-56,APRENDE A ESCRIBIR FEMILOCA. 🤣
01838-57,@user Te violaron 😂🤣🤣chi
01838-58,@user no ❤ anda a cocinar machito
01838-59,"@user DESDE CUANDO LA PALABRA MACHITO ES UN INSULTO ??? ESTUPIDA FEMINAZI, Mejor ve y ponte a fregar los trastes FEMILOCA 💙e"
01838-60,"@user Tú escribes en puras mayúsculas, so, creo que el único que no sabe escribir acá eres tú."
01838-61,"@user JAJAJJAAJAJAJAJA, qué gracioso, una violación. Súper sí🥰🥰"
01838-62,"@user No perderé él tiempo con una femiloca que la dejaron sin argumentos, bye. 😘o"
01838-63,@user no perderé el tiempo con alguien que piensa que las violaciones son graciosas.
01838-64,@user JAJAJ argumentos. Tengo cosas más importantes que pelear en YouTube.
01838-65,@user Cuando me burle de una violacion ????
01838-66,"@user Vete a fregar los trastes, JAJA. Ese es único insulto de los hombres."
01838-67,@user Me ofenderia más que me digan Machito a Feminazi.
01838-68,"@user Cito tu texto: ""@user Te violaron 🤣😂😂"""
01838-69,"Te pregunto algo querida feminista, si en una matanza mueren 100 mujeres y 7 varones. Les darias más importancia a las mujeres por que son mujeres y son mayoria? Si tu respuesta es si. No te parece egoísta juzgar la importancia de una muerte en base al género, la mayoría o la minoría?"
01838-70,@user Cuando dije que si 😞😞to
01838-71,"@user Mejor vete a lavarte la cola estupida feminazi, ese es en unico insulto tuyo decirme machito ??? 😂😂😂😂 pues fíjate lo soy es mi genero. 😂😂😂ón"" por"
01838-72,"@user Nunca te insulté dije que me daba más vergüenza ser una cosa en lugar de otra y esq opinión fue en mi percepción. Pero woW que gran argumento el tuyo ""Vete a lavar la cola feminazi"" aplausos al señor macho que sabe defenderse 🤝🤝🤝✊✊😭💀"
01838-73,"@user No me ofende la palabra ""macho"" por que es mi genero cariño. 👁👄👁 la unica defensa tuya es llámarme macho._x730020__x620061__x200065_"
01838-74,@user 😂😂😂e.c
01838-75,"@user Nunca dije macho en forma de ofensa, lo dije aludiendo a tu género, como dijiste. ✨"
01838-76,@user Anda a prepararme la cena mejor 😘😘😘u64
01838-77,"@user sos pro parto? decime que no, con los pro parto no se puede hablar bien"
01838-78,@user JAJJA confirmo):
01838-79,"@user Alto argumento, aplausos✊"
01838-80,"@user Perdón no hablo con persona con discapacidades mentales, con tigo terminé hace tiempo."
01838-81,@user Bye.
01838-82,@user ¿quién es tigo?
01838-83,@user lavadora jaja soy gracioso
01838-84,@user yo me pregunto si ustedes las femilocas alguna vez se han enamorado
01838-85,"@user qué JAJAJAJAJAJAJA ¿por qué no se podrían enamorar las feministas? Somos personas bro, igual no sé que pensás vos para que preguntes eso"
01838-86,@user bueno es que diciendo que odian tanto a los hombres lo dudó...
01838-87,@user ahre
1839,Wn los comentarios son un asco
01839-1,Si
01839-2,"Tu mismo lo dijiste 
El tuyo me dio asco"
01839-3,@user que XDDDDDD
01839-4,@user feminazi detected
01839-5,@user ?
01839-6,@user sobre todo el tuyo
1840,La canción que se la deben tomar en serio es la que mas memes se hacen JAJAJAJ
01840-1,No te la vas a coger jaja salu3
1841,"1- eres hombre
2- eres hetero
3- eres un violador"
