id,comment,comment_cleaned_with_stop_Words,comment_cleaned_w/o_stopWords,type_comment,related_video
01574-055,"@user Dios, dios, dios. ¿sabes si quiera lo que es la equidad? Como mierda voy a querer yo más derechos que el hombre. Amigo, derechos ante la ley lo tenemos iguales, pero ante la sociedad No. Y una disculpa si no respondo en orden tus repuestas, mi youtube esta un poco estúpido estos días.",@user dios dios dios sabes si quiera lo que es la equidad como mierda voy a querer yo más derechos que el hombre amigo derechos ante la ley lo tenemos iguales pero ante la sociedad no y una disculpa si no respondo en orden tus repuestas mi youtube esta un poco estúpido estos días,@user dios dios dios sabes si quiera equidad mierda voy querer derechos hombre amigo derechos ley iguales sociedad disculpa si respondo orden repuestas youtube estúpido días,Opinion about the video or content,yes
01574-056,"@user
5:
Como lo dijiste vos antes, una cosa son las leyes, y otra la sociedad, pero paso a comentarte ignorando un poco esa parte ya que se contradiciria...


A) Cuando una mujer denuncia a un hombre de violacion, El hombre debe ser llevado a la carcel sin pruebas solo para ""prevenir"", ya que como comentr antes, en este sistema de mierda sos un violador hasta que se demuestre lo contrario, no alreves.

ahh por las dudas, la mujer no es enviada a prision preventiva si un hombre denuncia acoso, Violacion o agresion.
PARENTESIS:
(Cuando se toma el caso porque en argentina todo el sistema es una mierda para poner Cualquier denuncia. 
Ojo¡ ya sea una denuncia de parte de una mujer o no, el sistema es una mierda en general)

B: Una mujer tiene el derecho a jubilarse 5 años antes que los hombres. 
Esto con el fin de... Mmm... pos eso que se jubile antes y ya.

C: La mujer tiene un PUTO NUMERO DE ATENCION supuestamente en contra de la violencia de genero, pero un hombre que sufre agresion de parte de su pareja y llama a este numero es ignorado.
so:
Equidad feminista: 
Las mujeres puede agredir a los hombres y ellos la tienen muy dificil para darlo a conocer, cuando lo da a conocer se da por hecho que la denuncia es falsa, y si eso no pasa, hay marchas feministas ""desmintiendo"" la denuncia.
-----------------------
Un hombre agrede a una mujer y sin corroborar la denuncia el ya esta en prision y con la sociedad en su contra, y si se demuestra que es inocente, hay marchas feministas apoyando a la mujer que denuncio falsamente. Te suena Juan Darthes? Se tuvo que ir del maldito pais pese a ser inocente.


podria seguir argumentando mas cosas, pero ya serian mas reglas sociales y tal pero me alargo mucho.","@user
cinco
como lo dijiste vos antes una cosa son las leyes y otra la sociedad pero paso a comentarte ignorando un poco esa parte ya que se contradiciria


a cuando una mujer denuncia a un hombre de violacion el hombre debe ser llevado a la carcel sin pruebas solo para prevenir ya que como comentr antes en este sistema de mierda sos un violador hasta que se demuestre lo contrario no alreves

ahh por las dudas la mujer no es enviada a prision preventiva si un hombre denuncia acoso violacion o agresion
parentesis
cuando se toma el caso porque en argentina todo el sistema es una mierda para poner cualquier denuncia 
ojo ya sea una denuncia de parte de una mujer o no el sistema es una mierda en general

b una mujer tiene el derecho a jubilarse cinco años antes que los hombres 
esto con el fin de m pos eso que se jubile antes y ya

c la mujer tiene un puto numero de atencion supuestamente en contra de la violencia de genero pero un hombre que sufre agresion de parte de su pareja y llama a este numero es ignorado
so
equidad feminista 
las mujeres puede agredir a los hombres y ellos la tienen muy dificil para darlo a conocer cuando lo da a conocer se da por hecho que la denuncia es falsa y si eso no pasa hay marchas feministas desmintiendo la denuncia

un hombre agrede a una mujer y sin corroborar la denuncia el ya esta en prision y con la sociedad en su contra y si se demuestra que es inocente hay marchas feministas apoyando a la mujer que denuncio falsamente te suena juan darthes se tuvo que ir del maldito pais pese a ser inocente


podria seguir argumentando mas cosas pero ya serian mas reglas sociales y tal pero me alargo mucho",@user cinco dijiste vos cosa leyes sociedad paso comentarte ignorando parte contradiciria mujer denuncia hombre violacion hombre debe ser llevado carcel pruebas solo prevenir comentr sistema mierda sos violador demuestre contrario alreves ahh dudas mujer enviada prision preventiva si hombre denuncia acoso violacion agresion parentesis toma caso argentina sistema mierda poner cualquier denuncia ojo denuncia parte mujer sistema mierda general b mujer derecho jubilarse cinco años hombres fin m pos jubile c mujer puto numero atencion supuestamente violencia genero hombre sufre agresion parte pareja llama numero ignorado so equidad feminista mujeres puede agredir hombres dificil darlo conocer da conocer da hecho denuncia falsa si pasa marchas feministas desmintiendo denuncia hombre agrede mujer corroborar denuncia prision sociedad si demuestra inocente marchas feministas apoyando mujer denuncio falsamente suena juan darthes ir maldito pais pese ser inocente podria seguir argumentando mas cosas serian mas reglas sociales tal alargo,Opinion about the video or content,yes
01574-057,"@user Exacto, a ese punto quiero llegar, la agresion es agresion sin importar el genero, ahy coincidimos.

Yo siento que no es lo mismo
Machista que Hijo/a de puta
(siempre tomando en cuenta obviamente que hay mas hijos de puta que al reves)","@user exacto a ese punto quiero llegar la agresion es agresion sin importar el genero ahy coincidimos

yo siento que no es lo mismo
machista que hijoa de puta
siempre tomando en cuenta obviamente que hay mas hijos de puta que al reves",@user exacto punto quiero llegar agresion agresion importar genero ahy coincidimos siento mismo machista hijoa puta siempre tomando cuenta obviamente mas hijos puta reves,Opinion about the video or content,yes
01574-058,"@user Sisi no sabia como expresarme en la parte LGBT asi que supuse que se me malinterpretara, 
En resumen, sin ofender a nadie;

Que mi conclusion es que no sos especial o digno de una bandera/mes/dia por tu sexualidad, Se contradice decir somos todos iguales, y tener una bandera a la que pertenecer. Gracias y perdon si ofendo, no es la idea. Y no me parece una mierda lo que digo, simplemente mi ideologia y etica, pero es algo debatible supongo, no ser solo categorizado como mierda por no ser de tu agrado. thx","@user sisi no sabia como expresarme en la parte lgbt asi que supuse que se me malinterpretara 
en resumen sin ofender a nadie

que mi conclusion es que no sos especial o digno de una banderamesdia por tu sexualidad se contradice decir somos todos iguales y tener una bandera a la que pertenecer gracias y perdon si ofendo no es la idea y no me parece una mierda lo que digo simplemente mi ideologia y etica pero es algo debatible supongo no ser solo categorizado como mierda por no ser de tu agrado thx",@user sisi sabia expresarme parte lgbt asi supuse malinterpretara resumen ofender nadie conclusion sos especial digno banderamesdia sexualidad contradice decir iguales tener bandera pertenecer gracias perdon si ofendo idea parece mierda digo simplemente ideologia etica debatible supongo ser solo categorizado mierda ser agrado thx,Opinion about the video or content,yes
01574-059,"@user La diferencia entre los heteros y los homos es que los homos fueron oprimidos por cientos de años, ahora que levantaron la voz y dejaron de sentirse apenados por lo que son tienen su mes, y sus banderas. Los heteros no necesitamos ni banderas, ni mes, ni un carajo. En conclusión, nosotros no tenemos una bandera ni un mes porqué nunca fuimos oprimidos ni humillados, corazón. 
Y digo que es una mierda lo que decís porqué no tiene sentido, no estas informado. Literalmente dijiste que las feministas queremos superioridad por querer equidad. WTF nene.","@user la diferencia entre los heteros y los homos es que los homos fueron oprimidos por cientos de años ahora que levantaron la voz y dejaron de sentirse apenados por lo que son tienen su mes y sus banderas los heteros no necesitamos ni banderas ni mes ni un carajo en conclusión nosotros no tenemos una bandera ni un mes porqué nunca fuimos oprimidos ni humillados corazón 
y digo que es una mierda lo que decís porqué no tiene sentido no estas informado literalmente dijiste que las feministas queremos superioridad por querer equidad wtf nene",@user diferencia heteros homos homos oprimidos cientos años ahora levantaron voz dejaron sentirse apenados mes banderas heteros necesitamos banderas mes carajo conclusión bandera mes porqué nunca oprimidos humillados corazón digo mierda decís porqué informado literalmente dijiste feministas queremos superioridad querer equidad wtf nene,Opinion about the video or content,yes
01574-060,@user esque solo los superiores lo podemos ver y como eres mujer no tienes privilegios y no lo puedes ver 😎👊_x656a6175__xadc37320_,@user esque solo los superiores lo podemos ver y como eres mujer no tienes privilegios y no lo puedes ver xseiscientos cincuenta y seisaseis mil ciento setenta y cincoxadctreinta y siete mil trescientos veinte,@user esque solo superiores podemos ver mujer privilegios puedes ver xseiscientos cincuenta seisaseis mil ciento setenta cincoxadctreinta siete mil trescientos veinte,Other topic,no
01574-061,"@user Esa respuesta ya está muy vista inventate otra , que puedas sacar de tu pequeña capacidad , piensa un rato q ver si te sale algo y te haces algún meme",@user esa respuesta ya está muy vista inventate otra que puedas sacar de tu pequeña capacidad piensa un rato q ver si te sale algo y te haces algún meme,@user respuesta vista inventate puedas sacar pequeña capacidad piensa rato q ver si sale haces algún meme,Other topic,no
01574-062,"@user weno entonces has el aseo, no te pago nada porque eres mujer y es tu deber 😎👊",@user weno entonces has el aseo no te pago nada porque eres mujer y es tu deber,@user weno entonces aseo pago mujer deber,Opinion about the video or content,yes
01574-063,@user No tienes ningún bote sifónico que arreglar?,@user no tienes ningún bote sifónico que arreglar,@user ningún bote sifónico arreglar,Other topic,no
01574-064,"@user Ya wey, dejalo. Solo quiere la atención que no le dieron sus padres.",@user ya wey dejalo solo quiere la atención que no le dieron sus padres,@user wey dejalo solo quiere atención dieron padres,Evaluation of the interlocutor,no
01574-065,"@user no, pero tu debes de tener algo que arreglar, por si no lo sabes te doy una pista empieza con una consonante y termina con cabeza xd",@user no pero tu debes de tener algo que arreglar por si no lo sabes te doy una pista empieza con una consonante y termina con cabeza,@user debes tener arreglar si sabes doy pista empieza consonante termina cabeza,Other topic,no
01574-066,"Sinceramente, creo que este himno deja en ridículo la lucha por la igualdad de género, ya que trata de llamar la atención de una manera ordinaria, y que resulta burda para la mayoría de gente que la ha visualizado. Por otra parte, opino que se confunde si se dirige a todos los hombres e instituciones políticas, o a los violadores en específico, ya que generaliza fuertemente diciendo ""el violador eres tú"", y aunque lo haga con intención de llamar la atención, debería hacerlo de una manera directa a los violadores reales, y no tan generalizada, para evitar confusiones y que todo el colectivo masculino no se dé por aludido. Todo desde mi punto de vista, un saludo.",sinceramente creo que este himno deja en ridículo la lucha por la igualdad de género ya que trata de llamar la atención de una manera ordinaria y que resulta burda para la mayoría de gente que la ha visualizado por otra parte opino que se confunde si se dirige a todos los hombres e instituciones políticas o a los violadores en específico ya que generaliza fuertemente diciendo el violador eres tú y aunque lo haga con intención de llamar la atención debería hacerlo de una manera directa a los violadores reales y no tan generalizada para evitar confusiones y que todo el colectivo masculino no se dé por aludido todo desde mi punto de vista un saludo,sinceramente creo himno deja ridículo lucha igualdad género trata llamar atención manera ordinaria resulta burda mayoría gente visualizado parte opino confunde si dirige hombres instituciones políticas violadores específico generaliza fuertemente diciendo violador aunque haga intención llamar atención debería hacerlo manera directa violadores reales tan generalizada evitar confusiones colectivo masculino dé aludido punto vista saludo,Opinion about the video or content,yes
